CMS - Blogger,contrast,124.3608502
CMS - Blogger,alt_area_missing,0.017166515
CMS - Blogger,alt_input_missing,0.026860547
CMS - Blogger,alt_link_missing,45.58633747
CMS - Blogger,alt_map_missing,0.008482278
CMS - Blogger,alt_missing,11.78072301
CMS - Blogger,alt_spacer_missing,0.786478845
CMS - Blogger,aria_reference_broken,0.029839443
CMS - Blogger,blink,0.001514693
CMS - Blogger,button_empty,0.757750177
CMS - Blogger,heading_empty,0.27941028
CMS - Blogger,label_empty,0.040240331
CMS - Blogger,label_missing,1.336867616
CMS - Blogger,label_multiple,0.013228315
CMS - Blogger,language_missing,0.567605776
CMS - Blogger,link_empty,6.383823084
CMS - Blogger,link_skip_broken,0.013076845
CMS - Blogger,longdesc_invalid,0.001413713
CMS - Blogger,marquee,0.03029385
CMS - Blogger,meta_refresh,0.0019691
CMS - Blogger,server_image_map,0
CMS - Blogger,th_empty,0.007977381
CMS - Blogger,title_invalid,0.000706857
CMS - Elementor,contrast,30.34103277
CMS - Elementor,alt_area_missing,0.027935663
CMS - Elementor,alt_input_missing,0.040996493
CMS - Elementor,alt_link_missing,5.109082114
CMS - Elementor,alt_map_missing,0.013544564
CMS - Elementor,alt_missing,3.252993107
CMS - Elementor,alt_spacer_missing,0.88801548
CMS - Elementor,aria_reference_broken,0.308259765
CMS - Elementor,blink,0.000846535
CMS - Elementor,button_empty,0.76901681
CMS - Elementor,heading_empty,0.456161567
CMS - Elementor,label_empty,0.209577942
CMS - Elementor,label_missing,1.771435482
CMS - Elementor,label_multiple,0.215745556
CMS - Elementor,language_missing,0.14548313
CMS - Elementor,link_empty,5.393276091
CMS - Elementor,link_skip_broken,0.016930705
CMS - Elementor,longdesc_invalid,0.007739751
CMS - Elementor,marquee,0.012456162
CMS - Elementor,meta_refresh,0.002176805
CMS - Elementor,server_image_map,0
CMS - Elementor,th_empty,0.022614585
CMS - Elementor,title_invalid,0.018744709
CMS - 1C-Bitrix,contrast,46.43042117
CMS - 1C-Bitrix,alt_area_missing,0.026465566
CMS - 1C-Bitrix,alt_input_missing,0.052788845
CMS - 1C-Bitrix,alt_link_missing,9.738616961
CMS - 1C-Bitrix,alt_map_missing,0.006829824
CMS - 1C-Bitrix,alt_missing,7.354866249
CMS - 1C-Bitrix,alt_spacer_missing,0.447495731
CMS - 1C-Bitrix,aria_reference_broken,1.859988617
CMS - 1C-Bitrix,blink,0.000426864
CMS - 1C-Bitrix,button_empty,1.976664769
CMS - 1C-Bitrix,heading_empty,0.359419465
CMS - 1C-Bitrix,label_empty,0.551508253
CMS - 1C-Bitrix,label_missing,7.410500854
CMS - 1C-Bitrix,label_multiple,0.197495731
CMS - 1C-Bitrix,language_missing,0.439669892
CMS - 1C-Bitrix,link_empty,14.5485202
CMS - 1C-Bitrix,link_skip_broken,0
CMS - 1C-Bitrix,longdesc_invalid,0.000853728
CMS - 1C-Bitrix,marquee,0.007541264
CMS - 1C-Bitrix,meta_refresh,0.001992032
CMS - 1C-Bitrix,server_image_map,0
CMS - 1C-Bitrix,th_empty,0.050369949
CMS - 1C-Bitrix,title_invalid,0.015651679
CMS - Drupal,contrast,33.3736847
CMS - Drupal,alt_area_missing,0.032808766
CMS - Drupal,alt_input_missing,0.039358103
CMS - Drupal,alt_link_missing,7.751466617
CMS - Drupal,alt_map_missing,0.007511562
CMS - Drupal,alt_missing,3.699196077
CMS - Drupal,alt_spacer_missing,0.217183475
CMS - Drupal,aria_reference_broken,0.88903374
CMS - Drupal,blink,0.000124158
CMS - Drupal,button_empty,1.619641804
CMS - Drupal,heading_empty,0.49678741
CMS - Drupal,label_empty,0.15563212
CMS - Drupal,label_missing,1.480181271
CMS - Drupal,label_multiple,0.306080641
CMS - Drupal,language_missing,0.196107645
CMS - Drupal,link_empty,7.346214731
CMS - Drupal,link_skip_broken,0.160939876
CMS - Drupal,longdesc_invalid,0.025048887
CMS - Drupal,marquee,0.00446969
CMS - Drupal,meta_refresh,0.005400875
CMS - Drupal,server_image_map,0
CMS - Drupal,th_empty,0.032591489
CMS - Drupal,title_invalid,0.001179502
CMS - Joomla,contrast,31.64321679
CMS - Joomla,alt_area_missing,0.032463646
CMS - Joomla,alt_input_missing,0.052779832
CMS - Joomla,alt_link_missing,4.620788
CMS - Joomla,alt_map_missing,0.008344777
CMS - Joomla,alt_missing,3.396957854
CMS - Joomla,alt_spacer_missing,0.396148023
CMS - Joomla,aria_reference_broken,0.084398437
CMS - Joomla,blink,0.000704201
CMS - Joomla,button_empty,0.545861061
CMS - Joomla,heading_empty,0.332417873
CMS - Joomla,label_empty,0.118305693
CMS - Joomla,label_missing,1.781275307
CMS - Joomla,label_multiple,0.093376994
CMS - Joomla,language_missing,0.07605366
CMS - Joomla,link_empty,6.330129221
CMS - Joomla,link_skip_broken,0.010386958
CMS - Joomla,longdesc_invalid,0.067708883
CMS - Joomla,marquee,0.01242914
CMS - Joomla,meta_refresh,0.002535122
CMS - Joomla,server_image_map,0
CMS - Joomla,th_empty,0.015492412
CMS - Joomla,title_invalid,0.003415373
CMS - Rocket,contrast,44.07293201
CMS - Rocket,alt_area_missing,0.017364765
CMS - Rocket,alt_input_missing,0.006630183
CMS - Rocket,alt_link_missing,5.442959377
